"iNatID","species","long","lat","year","month","day","Nclicks","Rmean","Rvar","Rsd","Gmean","Gvar","Gsd","Bmean","Bvar","Bsd","state","county","elev","AnMnTmp","MnDayRange","Isotherm","TmpSeas","MxTmpWrmMo","MnTempCldMo","TmpAnnRng","MnTmpWetQt","MnTmpDryQt","MnTmpWrmQt","MnTmpCldQt","AnnPrcp","PrcpWetMo","PrcpDryMo","PrcpSeas","PrcpWetQt","PrcpDryQt","PrcpWrmQt","PrcpCldQt","landuse"
636878,"Erysimum capitatum",-121.9297633333,37.8664666667,2014,4,21,10,253.9,0.322222222222222,0.567646212197547,234.3,171.566666666667,13.0983459515569,19,228,15.0996688705415,"California","Contra Costa","666",14.6666669845581,12.0833330154419,45.0870666503906,549.881530761719,30.3999996185303,3.59999990463257,26.7999992370605,8.66666698455811,20.8999996185303,21.9499988555908,8.66666698455811,893,183,2,90.9203338623047,477,12,19,477,"wild"
652799,"Erysimum capitatum",-106.406686,35.662352,2014,4,25,15,231.333333333333,14.3809523809524,3.7922226175361,253.266666666667,8.06666666666667,2.84018778721877,35.4,233.114285714286,15.2680806165767,"New Mexico","Sandoval","1841",11.4958333969116,16.6416664123535,42.130802154541,843.1689453125,32.2000007629395,-7.30000019073486,39.5,21.283332824707,1.26666665077209,22.033332824707,1.26666665077209,352,61,16,48.4582405090332,155,53,138,53,"wild"
677326,"Erysimum capitatum",-121.912763,37.881806,2014,5,8,10,252.1,14.3222222222222,3.78447119452933,191.3,235.788888888889,15.3554188770248,2,8.88888888888889,2.98142396999972,"California","Contra Costa","993",13.6208333969116,11.0749998092651,42.5961570739746,574.541137695312,29.2999992370605,3.29999995231628,26,7.69999980926514,20.2333335876465,21.3500003814697,7.63333320617676,1181,238,3,90.3770294189453,626,17,27,600,"wild"
683830,"Erysimum capitatum",-111.607186,40.406844,2014,5,17,15,254.533333333333,0.695238095238095,0.833809387832792,254.533333333333,1.12380952380952,1.06009882737862,10.9333333333333,32.9238095238095,5.73792728463942,"Utah","Utah","2157",5.21666669845581,14.5500001907349,38.4920616149902,849.819030761719,26.7000007629395,-11.1000003814697,37.8000030517578,-4.84999990463257,15.9833335876465,15.9833335876465,-4.84999990463257,515,55,28,20.4001865386963,158,91,91,158,"notWild"
689828,"Erysimum capitatum",-121.505214,36.75994,2014,5,20,11,251.818181818182,19.9636363636364,4.4680685271867,205.636363636364,207.254545454545,14.3963379181841,2.72727272727273,7.61818181818182,2.76010539983201,"California","Monterey","783",12.9833335876465,13.6999998092651,53.515625,450.067321777344,28,2.40000009536743,25.6000003814697,8.33333301544189,18,19,8.19999980926514,772,148,3,89.3978881835938,401,11,19,400,"wild"
695737,"Erysimum asperum",-103.3019611496,44.2445223205,2014,5,23,15,245.266666666667,93.352380952381,9.66190358844369,228.733333333333,228.780952380952,15.1255066817926,12.2666666666667,15.0666666666667,3.8815804341359,"South Dakota","Meade","1000",8.375,14.8333330154419,35.5715408325195,985.846435546875,30.2000007629395,-11.5,41.7000007629395,17.9166660308838,-3.40000009536743,20.8333339691162,-3.40000009536743,495,85,12,62.0914878845215,230,39,193,39,"wild"
695991,"Erysimum",-122.836718445,38.1188398685,2014,5,1,15,254.066666666667,3.20952380952381,1.79151438998513,254.333333333333,1.23809523809524,1.11269728052837,252.133333333333,27.8380952380952,5.27618188068751,"California","Marin","105",13.5625,12.625,60.4066963195801,319.190216064453,25.1000003814697,4.19999980926514,20.9000015258789,9.63333320617676,16.8999996185303,17.466667175293,9.63333320617676,1029,213,2,92.7677230834961,564,12,19,564,"wild"
716991,"Erysimum capitatum",-119.874158,37.786149,2014,5,22,11,253.363636363636,2.65454545454545,1.6292775867069,193,244.6,15.6396930916179,2.63636363636364,28.4545454545455,5.33428021897476,"California","Tuolumne","1566",10.3333330154419,13.9499998092651,45.5882339477539,632.909362792969,28.5,-2.09999990463257,30.6000003814697,3.63333344459534,18.3166675567627,18.7333335876465,3.63333344459534,1024,187,7,81.4912185668945,510,31,38,510,"notWild"
723247,"Erysimum capitatum",-121.9132083333,37.880185,2014,6,7,10,254.7,0.233333333333333,0.483045891539648,207.7,106.677777777778,10.3284934902326,0.6,0.711111111111111,0.843274042711568,"California","Contra Costa","993",13.6208333969116,11.0749998092651,42.5961570739746,574.541137695312,29.2999992370605,3.29999995231628,26,7.69999980926514,20.2333335876465,21.3500003814697,7.63333320617676,1181,238,3,90.3770294189453,626,17,27,600,"wild"
752660,"Erysimum",-100.753298,38.865709,2014,6,24,15,244.733333333333,69.6380952380952,8.34494429209058,244.933333333333,45.6380952380952,6.75559732652082,59.5333333333333,392.980952380952,19.8237471831375,"Kansas","Gove","883",11.8166666030884,15.8333339691162,37.1674499511719,985.63623046875,33.7000007629395,-8.89999961853027,42.5999984741211,21.4500007629395,-0.183333322405815,24.1499996185303,-0.183333322405815,498,84,11,63.8849220275879,236,34,215,34,"wild"
752706,"Erysimum capitatum",-120.177814,39.345205,2014,6,24,10,254,1.55555555555556,1.24721912892465,241.5,254.055555555556,15.939120288007,10.9,23.2111111111111,4.8177911028926,"California","Nevada","1836",6.34583330154419,16.9750003814697,46.6346168518066,701.273071289062,27,-9.39999961853027,36.4000015258789,-1.94999992847443,15.1333332061768,15.1333332061768,-1.94999992847443,766,137,9,73.6518249511719,369,42,42,369,"notWild"
762448,"Erysimum capitatum",-108.147271,33.272704,2014,6,24,15,216.266666666667,55.7809523809524,7.46866469865614,182.8,103.314285714286,10.1643635174213,6.06666666666667,18.352380952381,4.28396789815014,"New Mexico","Catron","1909",10.654167175293,20.3916664123535,52.2863235473633,724.513793945312,30.7000007629395,-8.30000019073486,39,19.216667175293,9.68333339691162,19.6833343505859,1.98333334922791,408,79,10,69.3355712890625,214,41,173,76,"wild"
767356,"Erysimum capitatum",-120.48873,39.6153883333,2014,6,24,11,253.909090909091,1.29090909090909,1.13618180363404,239.454545454545,18.2727272727273,4.27466107109409,7.18181818181818,0.563636363636364,0.750757193529548,"California","Sierra","2088",5.56666660308838,14.0500001907349,43.6335411071777,655.696472167969,24.7000007629395,-7.5,32.2000007629395,-1.59999990463257,13.7333335876465,14.25,-1.59999990463257,1020,180,10,73.2985916137695,486,51,53,486,"wild"
778455,"Erysimum capitatum",-123.8743038999,39.8476068801,2014,7,7,11,252.545454545455,18.4727272727273,4.29799107406324,205.272727272727,726.018181818182,26.9447245637839,2,3,1.73205080756888,"FALSE","FALSE","242",11.9499998092651,11.0166664123535,55.3601303100586,338.055938720703,23.7000007629395,3.79999995231628,19.9000015258789,8.64999961853027,15.9833335876465,16.3666667938232,8.18333339691162,1778,323,4,85.9802627563477,914,31,54,901,"wild"
799808,"Erysimum asperum",-99.010407,46.770833,2014,6,16,15,243,25,5,231.666666666667,54.3809523809524,7.37434420005958,2.2,9.17142857142857,3.02843665468317,"North Dakota","Stutsman","535",5.02916669845581,12.8083333969116,27.5448017120361,1241.75915527344,28,-18.5,46.5,17.3833332061768,-10.9166669845581,19.6666660308838,-10.9166669845581,442,85,9,68.9515914916992,213,28,209,28,"notWild"
803116,"Erysimum ammophilum",-120.2636915728,34.1096062546,2006,6,24,10,217.7,127.566666666667,11.2945414544667,216.5,150.944444444444,12.2859449959881,2.6,12.0444444444444,3.47051068928543,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wild"
816909,"Erysimum arenicola",-123.2603302002,47.9554595947,2014,7,14,15,253.133333333333,6.40952380952381,2.53170373652286,232.8,40.8857142857143,6.39419379481998,4.13333333333333,69.2666666666667,8.32265983124786,"Washington","Clallam","1696",3.53333330154419,7.45000028610229,37.6262626647949,447.692749023438,15.8000001907349,-4,19.7999992370605,-0.466666668653488,9.11666679382324,9.69999980926514,-0.683333337306976,2718,420,62,58.3689270019531,1224,246,246,1127,"notWild"
876849,"Erysimum capitatum",-118.646851,36.570269,2014,8,29,13,253.461538461538,3.1025641025641,1.76140969185596,206.384615384615,527.923076923077,22.9765767015689,55.4615384615385,215.102564102564,14.6663752884809,"California","Tulare","2352",4.34999990463257,13.1000003814697,39.6969680786133,699.584289550781,23.1000003814697,-9.89999961853027,33,-2.84999990463257,12.8000001907349,13.6499996185303,-3.53333330154419,735,135,6,78.0823364257812,362,24,40,357,"wild"
877112,"Erysimum",-116.6685361111,33.8098,2011,6,1,15,234.4,61.8285714285714,7.86311461372473,245.733333333333,260.923809523809,16.15313621325,78.4,1484.68571428571,38.5316196686009,"California","Riverside","2974",6.15833330154419,12.1999998092651,42.5087089538574,623.832824707031,23,-5.69999980926514,28.7000007629395,-0.516666650772095,11.033332824707,14.4166669845581,-0.516666650772095,879,143,7,67.8745269775391,411,62,119,411,"wild"
892816,"Erysimum",-111.731875,40.661892,2008,5,25,15,250.333333333333,7.52380952380952,2.74295634741232,254.533333333333,0.266666666666667,0.516397779494322,98.7333333333333,247.209523809524,15.7228980728593,"Utah","Salt Lake","2786",3.84583330154419,13.0249996185303,39.3504524230957,750.991638183594,22.8999996185303,-10.1999998092651,33.0999984741211,-3.21666669845581,13.5833330154419,13.6833333969116,-4.18333339691162,529,50,35,10.4663877487183,147,113,120,146,"wild"
1060649,"Erysimum capitatum",-116.50074,32.885469,2008,5,31,10,253.1,2.32222222222222,1.52388392675499,229.3,303.344444444444,17.4167862834808,1,1.11111111111111,1.05409255338946,"California","San Diego","1402",12.4916667938232,14.2166662216187,48.5210456848145,579.783813476562,29.2000007629395,-0.100000001490116,29.3000011444092,6.63333320617676,17.1666660308838,20.2000007629395,6.21666669845581,691,136,4,80.4714126586914,373,36,56,325,"wild"
1179876,"Erysimum capitatum",-121.935968,37.879257,2015,1,16,10,251.5,30.2777777777778,5.50252467307306,197.9,57.4333333333333,7.57847829932456,1,1.11111111111111,1.05409255338946,"California","Contra Costa","803",14.2749996185303,11.7666664123535,44.0699119567871,563.578247070312,30.1000003814697,3.40000009536743,26.7000007629395,8.25,20.7333335876465,21.783332824707,8.25,1021,209,2,91.0885162353516,544,13,22,544,"wild"
1254136,"Erysimum capitatum",-121.1322128034,36.5680895608,2015,2,22,11,240.545454545455,26.0727272727273,5.10614602931871,184.636363636364,454.654545454545,21.3226298906712,3.18181818181818,15.5636363636364,3.94507748512451,"California","San Benito","405",14.8041667938232,17.7916660308838,53.58935546875,547.741088867188,33.9000015258789,0.699999988079071,33.2000007629395,9.28333282470703,21.2333335876465,21.9500007629395,8.51666641235352,363,65,1,86.8794784545898,192,5,11,183,"wild"
1265423,"Erysimum capitatum",-121.9151966667,37.8808216667,2015,3,1,10,251.7,17.5666666666667,4.19126074906664,199.7,309.566666666667,17.5945067184808,1.5,2.72222222222222,1.64991582276861,"California","Contra Costa","993",13.6208333969116,11.0749998092651,42.5961570739746,574.541137695312,29.2999992370605,3.29999995231628,26,7.69999980926514,20.2333335876465,21.3500003814697,7.63333320617676,1181,238,3,90.3770294189453,626,17,27,600,"wild"
1285707,"Erysimum capitatum",-121.950088,37.91031,2014,5,3,11,252.636363636364,5.05454545454545,2.24823162831267,196.545454545455,66.0727272727273,8.12851322645952,1.72727272727273,4.41818181818182,2.10194714923611,"California","Contra Costa","361",15.1291666030884,13.1583337783813,48.7345657348633,524.800659179688,30.6000003814697,3.59999990463257,27,8.91666698455811,21.1833343505859,21.7333335876465,8.91666698455811,639,137,1,92.5175552368164,350,8,13,350,"wild"
1293123,"Erysimum capitatum",-121.0940288899,36.5356731428,2015,3,13,11,243.727272727273,22.4181818181818,4.73478424198842,205.181818181818,119.163636363636,10.9162097984436,1.18181818181818,3.16363636363636,1.77866139656663,"California","San Benito","408",15.0541667938232,18.341667175293,53.7878799438477,561.999084472656,34.5999984741211,0.5,34.0999984741211,9.36666679382324,21.6833324432373,22.3500003814697,8.60000038146973,351,63,1,86.0789108276367,185,5,12,178,"wild"
1333949,"Erysimum capitatum",-120.361,38.82303,2015,3,21,10,254.3,0.9,0.948683298050514,241.5,19.6111111111111,4.42844341852881,6.9,96.5444444444445,9.8257032544467,"California","El Dorado","1646",8.75,15.1166667938232,46.8008232116699,655.806274414062,27.7000007629395,-4.59999990463257,32.2999992370605,2.18333339691162,16.966667175293,17.1333332061768,1.41666662693024,1243,228,8,80.7403030395508,615,38,47,613,"wild"
1334930,"Erysimum capitatum",-121.918,37.87173,2015,3,22,10,254.8,0.177777777777778,0.421637021355784,243.8,75.7333333333333,8.70249006510972,36.8,818.4,28.607691273502,"California","Contra Costa","810",14.2291660308838,11.625,43.8679237365723,562.488220214844,30,3.5,26.5,8.23333358764648,20.6333332061768,21.7333335876465,8.23333358764648,1021,208,2,90.775520324707,543,13,22,543,"wild"
1335221,"Erysimum capitatum",-121.19,36.48309,2015,3,23,10,254.6,0.488888888888889,0.699205898780101,209.6,9.37777777777778,3.06231575409489,1.4,1.6,1.26491106406735,"California","San Benito","510",14.470832824707,17.5750007629395,54.7507820129395,518.925720214844,33.0999984741211,1,32.0999984741211,9.18333339691162,20.5666656494141,21.2999992370605,8.63333320617676,457,83,1,87.8883438110352,243,6,13,231,"wild"
1345259,"Erysimum capitatum",-121.949,37.91131,2015,3,27,20,253.7,3.58947368421053,1.89459063763403,236.65,60.8710526315789,7.80199029937739,55.2,1911.22105263158,43.717514254948,"California","Contra Costa","306",15.1625003814697,13.1916666030884,49.2226371765137,519.4189453125,30.5,3.70000004768372,26.7999992370605,8.93333339691162,21.1499996185303,21.6333332061768,8.93333339691162,592,127,1,92.2362289428711,324,8,12,324,"wild"
1348773,"Erysimum",-117.9479966667,34.3372633333,2015,3,29,15,253,14.2857142857143,3.77964473009227,205.4,324.542857142857,18.0150730540527,1.86666666666667,1.40952380952381,1.18723367940933,"California","Los Angeles","2266",9.44583320617676,12.1083335876465,41.6093940734863,669.380493164062,26.3999996185303,-2.70000004768372,29.1000003814697,2.34999990463257,14.6499996185303,18.2999992370605,2.34999990463257,742,134,4,83.6520385742188,382,29,49,382,"wild"
1349000,"Erysimum capitatum",-121.156,36.47203,2015,3,29,10,254.5,0.5,0.707106781186548,217.4,28.7111111111111,5.3582750126427,7.2,29.0666666666667,5.39135109844153,"California","San Benito","318",15.0333337783813,17.4333324432373,54.994743347168,511.065460205078,33,1.29999995231628,31.7000007629395,9.85000038146973,20.9833335876465,21.6166667938232,9.08333301544189,347,64,1,87.3563995361328,186,5,11,174,"wild"
1368824,"Erysimum capitatum",-122.296,37.87316,2015,3,19,20,252.85,2.23947368421053,1.4964871146156,200.7,204.010526315789,14.2832253470912,1.45,6.36578947368421,2.52305161930631,"California","Alameda","12",15.0749998092651,10.6499996185303,55.7591590881348,335.372924804688,25.2000007629395,6.09999990463257,19.1000003814697,10.75,18.5,18.8666667938232,10.75,660,140,2,92.9289169311523,361,8,12,361,"notWild"
1374403,"Erysimum capitatum",-116.488,32.89509,2015,4,4,10,254.4,0.488888888888889,0.699205898780101,242.2,13.7333333333333,3.70585122924995,2,5.55555555555556,2.35702260395516,"California","San Diego","1591",11.9041662216187,13.8416662216187,47.8950386047363,586.478149414062,28.6000003814697,-0.300000011920929,28.8999996185303,5.93333339691162,16.6000003814697,19.716667175293,5.59999990463257,708,138,4,78.9354705810547,376,37,63,329,"notWild"
1374405,"Erysimum capitatum",-116.523,32.85535,2015,4,4,9,254,1,1,237.222222222222,9.69444444444444,3.1135902820449,2.22222222222222,5.44444444444444,2.33333333333333,"California","San Diego","1183",13.5249996185303,14.8666667938232,49.8881454467773,569.734802246094,30.3999996185303,0.600000023841858,29.7999992370605,7.78333330154419,18,21.1666660308838,7.38333320617676,545,103,3,78.6198959350586,289,29,47,258,"notWild"
1374406,"Erysimum capitatum",-116.523,32.85535,2015,4,4,11,253.818181818182,2.16363636363636,1.4709304414677,242.454545454545,12.4727272727273,3.53167485376659,1.36363636363636,3.85454545454545,1.96329963442809,"California","San Diego","1183",13.5249996185303,14.8666667938232,49.8881454467773,569.734802246094,30.3999996185303,0.600000023841858,29.7999992370605,7.78333330154419,18,21.1666660308838,7.38333320617676,545,103,3,78.6198959350586,289,29,47,258,"notWild"
1389431,"Erysimum capitatum",-121.95,37.91048,2015,3,27,11,253.454545454545,1.27272727272727,1.12815214963553,254.181818181818,1.96363636363636,1.40129809949074,6.36363636363636,64.0545454545454,8.00340836484966,"California","Contra Costa","306",15.1625003814697,13.1916666030884,49.2226371765137,519.4189453125,30.5,3.70000004768372,26.7999992370605,8.93333339691162,21.1499996185303,21.6333332061768,8.93333339691162,592,127,1,92.2362289428711,324,8,12,324,"wild"
1389756,"Erysimum capitatum",-117.985,34.31276,2015,4,12,20,253.5,3,1.73205080756888,214.35,234.45,15.3117601862098,36,1674.73684210526,40.9235487476986,"California","Los Angeles","1312",13.1750001907349,12.6666669845581,43.3789939880371,645.894348144531,29.8999996185303,0.699999988079071,29.1999988555908,6.63333320617676,21.2666664123535,21.7000007629395,6.06666660308838,555,109,2,91.307373046875,307,10,22,298,"wild"
1402244,"Erysimum",-122.99832275,37.99566619,2015,2,24,15,253,40.8571428571429,6.39195923462774,253.933333333333,11.2095238095238,3.34806269498106,251.533333333333,34.8380952380952,5.90238047215657,"California","Marin","74",12.375,10.1999998092651,67.1052627563477,190.376419067383,20.6000003814697,5.40000009536743,15.2000007629395,9.96666717529297,14.1333332061768,14.5833330154419,9.96666717529297,1093,218,4,89.6981048583984,579,17,26,579,"wild"
